DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71, 15, 17, 17, 15, 71, 15, 17, 17, 15
DB 71, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71
DB 71, 15, 17, 17, 15, 71, 15, 17, 17, 15, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 15, 15, 15, 15, 71, 15, 15, 15, 15
DB 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 72, 71, 71
DB 71, 15, 15, 15, 30, 71, 15, 15, 15, 30, 71, 71, 71, 2, 2, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71
DB 71, 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71
DB 71, 71, 138, 139, 138, 138, 139, 138, 138, 71, 71, 71, 71, 71, 71, 2, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 71, 138, 138, 138, 138, 138, 138, 137, 138, 138
DB 71, 71, 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 71
DB 138, 137, 138, 138, 138, 138, 138, 15, 138, 15, 138, 71, 71, 71, 71, 2, 2, 0, 0, 0
DB 0, 0, 0, 0, 2, 71, 71, 71, 71, 138, 138, 138, 138, 138, 138, 138, 138, 138, 15, 138
DB 138, 138, 71, 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 138
DB 138, 138, 138, 138, 138, 138, 138, 138, 138, 15, 138, 138, 71, 71, 71, 71, 2, 0, 0, 0
DB 0, 0, 0, 0, 2, 71, 71, 71, 71, 137, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138
DB 138, 138, 71, 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 135
DB 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 71, 71, 71, 71, 2, 0, 0, 0
DB 0, 0, 0, 0, 2, 71, 71, 71, 71, 136, 136, 138, 138, 138, 138, 138, 138, 138, 138, 138
DB 138, 138, 71, 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 136
DB 136, 137, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 71, 71, 71, 2, 2, 0, 0, 0
DB 0, 0, 0, 0, 0, 2, 71, 71, 71, 136, 136, 136, 137, 138, 138, 138, 138, 138, 138, 138
DB 138, 138, 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71
DB 136, 136, 136, 137, 138, 138, 138, 138, 138, 138, 139, 71, 71, 71, 2, 2, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 136, 136, 136, 137, 136, 136, 136, 137, 138
DB 71, 71, 71, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 71, 71
DB 71, 71, 136, 136, 136, 136, 136, 136, 136, 71, 71, 71, 71, 2, 2, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 2, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71
DB 71, 71, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
DB 2, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 2, 2, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 71, 71, 71, 71, 71, 71, 71, 2
DB 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DB 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
